date_production,site,ligne_production,type_piece,ordre_fabrication,quantite_produite,quantite_conforme,quantite_non_conforme,temps_cycle_min,delai_prevu_jours,delai_reel_jours,statut_livraison,type_anomalie,gravite_anomalie,cout_non_qualite,operateur_equipe,shift,taux_disponibilite_machine,temperature_machine,vibration_machine
2025-05-02,Casablanca,Ligne A350,Sous-ensemble composite,OF-2025-005111,61,56,5,68.83,7,10,En retard,Contrôle qualité bloquant,Critique,2764.33,Équipe Alpha,Après-midi,0.884,70.73,2.6
2025-05-02,Casablanca,Ligne A320,Porte avion,OF-2025-010977,51,47,4,52.01,10,14,En retard,Défaut assemblage,Mineure,1405.72,Équipe Charlie,Après-midi,0.9287,65.06,2.21
2025-05-02,Montoir-de-Bretagne,Ligne Assemblage Cabine,Plancher cabine,OF-2024-007340,60,59,1,32.9,9,9,À l'heure,Défaut dimensionnel,Mineure,448.24,Équipe Charlie,Matin,0.9588,65.27,2.3
2025-05-03,Casablanca,Ligne A330,Porte avion,OF-2025-003703,78,75,3,77.57,3,4,En retard,Défaut dimensionnel,Majeure,1226.55,Équipe Charlie,Après-midi,0.9633,72.14,3.08
2025-05-03,Casablanca,Ligne A350,Sous-ensemble composite,OF-2025-001325,64,62,2,69.54,9,14,En retard,Défaut assemblage,Majeure,1100.26,Équipe Charlie,Après-midi,0.8937,62.47,2.1
2025-05-03,Casablanca,Ligne A350,Cadre structure,OF-2025-005489,59,54,5,42.25,9,9,À l'heure,Contrôle qualité bloquant,Critique,2489.05,Équipe Charlie,Nuit,0.995,67.4,2.84
2025-05-03,Rochefort,Ligne A330,Porte avion,OF-2025-009275,58,54,4,61.1,2,2,À l'heure,Défaut assemblage,Majeure,1745.05,Équipe Alpha,Nuit,0.9749,62.22,2.15
2025-05-03,Rochefort,Ligne Assemblage Cabine,Cadre structure,OF-2025-008837,60,60,0,46.84,2,2,À l'heure,Aucune,Aucune,0.0,Équipe Alpha,Matin,0.9153,68.65,2.62
2025-05-03,Casablanca,Ligne A330,Porte avion,OF-2024-001982,73,68,5,59.42,7,7,À l'heure,Non-conformité matière,Majeure,1954.29,Équipe Delta,Matin,0.9203,64.63,2.23
2025-05-03,Rochefort,Ligne Composite,Cadre structure,OF-2025-008477,59,58,1,61.31,9,9,À l'heure,Défaut assemblage,Mineure,467.13,Équipe Alpha,Après-midi,0.9033,62.87,2.88
2025-05-03,Montoir-de-Bretagne,Ligne A320,Porte avion,OF-2024-011996,73,67,6,68.26,8,12,En retard,Retouche peinture,Critique,3295.23,Équipe Alpha,Après-midi,0.9319,51.32,2.97
2025-05-03,Casablanca,Ligne A350,Plancher cabine,OF-2025-005715,53,52,1,58.93,3,2,À l'heure,Retouche peinture,Mineure,438.96,Équipe Charlie,Matin,0.8765,73.14,2.11
2025-05-03,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2025-002885,75,74,1,55.76,10,10,À l'heure,Écart documentaire,Majeure,803.2,Équipe Alpha,Matin,0.8773,68.5,2.43
2025-05-03,Rochefort,Ligne A330,Panneau fuselage,OF-2024-011550,35,34,1,41.62,8,14,En retard,Défaut dimensionnel,Majeure,904.36,Équipe Charlie,Après-midi,0.9231,73.92,2.63
2025-05-03,Casablanca,Ligne A330,Panneau fuselage,OF-2024-002446,69,65,4,69.48,2,2,À l'heure,Défaut dimensionnel,Mineure,1160.18,Équipe Delta,Après-midi,0.8828,74.38,2.0
2025-05-03,Casablanca,Ligne Composite,Panneau fuselage,OF-2025-010417,86,75,11,50.23,6,6,À l'heure,Défaut dimensionnel,Mineure,3443.48,Équipe Delta,Matin,0.9462,62.49,1.65
2025-05-03,Rochefort,Ligne A320,Sous-ensemble composite,OF-2025-005295,81,78,3,61.04,9,9,À l'heure,Panne machine,Critique,1890.54,Équipe Charlie,Matin,0.7005,75.63,4.28
2025-05-03,Rochefort,Ligne A320,Panneau fuselage,OF-2025-008579,68,68,0,47.08,10,10,À l'heure,Panne machine,Majeure,430.0,Équipe Charlie,Nuit,0.866,69.88,3.51
2025-05-04,Rochefort,Ligne A330,Sous-ensemble composite,OF-2024-009484,63,57,6,58.44,7,7,À l'heure,Panne machine,Critique,2698.39,Équipe Charlie,Après-midi,0.8101,80.47,4.1
2025-05-04,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-004136,62,60,2,59.34,11,16,En retard,Écart documentaire,Majeure,987.04,Équipe Charlie,Après-midi,0.8977,68.78,1.92
2025-05-04,Casablanca,Ligne Composite,Plancher cabine,OF-2024-011346,40,36,4,55.01,7,7,À l'heure,Contrôle qualité bloquant,Majeure,1707.42,Équipe Charlie,Nuit,0.9653,58.87,1.94
2025-05-04,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-003196,56,55,1,51.51,4,4,À l'heure,Défaut assemblage,Majeure,678.48,Équipe Alpha,Après-midi,0.95,66.82,2.15
2025-05-04,Casablanca,Ligne A350,Panneau fuselage,OF-2025-009353,50,47,3,63.07,3,3,À l'heure,Défaut dimensionnel,Critique,1908.65,Équipe Delta,Matin,0.9535,60.57,2.52
2025-05-04,Montoir-de-Bretagne,Ligne Composite,Plancher cabine,OF-2024-000168,65,59,6,42.08,8,13,En retard,Défaut dimensionnel,Mineure,2281.72,Équipe Charlie,Nuit,0.9407,78.38,2.0
2025-05-04,Montoir-de-Bretagne,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2025-003103,75,70,5,40.51,10,10,À l'heure,Défaut assemblage,Majeure,2367.32,Équipe Alpha,Matin,0.8985,83.97,2.69
2025-05-04,Casablanca,Ligne A330,Panneau fuselage,OF-2025-001819,61,52,9,52.15,8,8,À l'heure,Défaut dimensionnel,Mineure,1904.46,Équipe Charlie,Nuit,0.9243,60.73,2.4
2025-05-04,Casablanca,Ligne A330,Sous-ensemble composite,OF-2025-000097,53,51,2,74.08,7,7,À l'heure,Contrôle qualité bloquant,Critique,1640.06,Équipe Alpha,Après-midi,0.9365,59.21,2.4
2025-05-04,Casablanca,Ligne A350,Panneau fuselage,OF-2025-000231,59,56,3,52.34,10,10,À l'heure,Contrôle qualité bloquant,Majeure,1185.87,Équipe Charlie,Nuit,0.9866,71.47,1.73
2025-05-04,Casablanca,Ligne Assemblage Cabine,Plancher cabine,OF-2024-011014,63,58,5,34.8,7,8,En retard,Retouche peinture,Critique,2499.39,Équipe Alpha,Après-midi,0.9058,70.3,2.46
2025-05-04,Montoir-de-Bretagne,Ligne A320,Plancher cabine,OF-2024-011004,83,80,3,36.61,11,11,À l'heure,Défaut assemblage,Mineure,1106.23,Équipe Delta,Matin,0.8189,67.92,3.04
2025-05-04,Casablanca,Ligne A320,Sous-ensemble composite,OF-2025-007105,86,79,7,79.32,9,15,En retard,Retouche peinture,Critique,2723.4,Équipe Bravo,Nuit,0.9221,62.03,2.59
2025-05-04,Casablanca,Ligne A350,Panneau fuselage,OF-2024-001964,53,50,3,61.02,10,16,En retard,Contrôle qualité bloquant,Majeure,1780.41,Équipe Charlie,Après-midi,0.9258,75.75,2.74
2025-05-04,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2025-009867,57,54,3,52.79,7,8,En retard,Contrôle qualité bloquant,Majeure,1387.25,Équipe Delta,Matin,0.91,71.01,1.8
2025-05-04,Montoir-de-Bretagne,Ligne Assemblage Cabine,Cadre structure,OF-2025-001411,62,60,2,37.93,10,10,À l'heure,Écart documentaire,Critique,1902.9,Équipe Delta,Matin,0.898,73.02,3.14
2025-05-04,Rochefort,Ligne A320,Porte avion,OF-2025-011789,55,52,3,58.69,2,2,À l'heure,Non-conformité matière,Majeure,1228.16,Équipe Alpha,Matin,0.8704,67.84,2.3
2025-05-04,Rochefort,Ligne A330,Cadre structure,OF-2025-005375,74,71,3,53.47,9,9,À l'heure,Panne machine,Critique,1848.38,Équipe Alpha,Après-midi,0.934,67.87,3.03
2025-05-04,Casablanca,Ligne A330,Plancher cabine,OF-2025-007937,72,68,4,42.2,11,11,À l'heure,Défaut dimensionnel,Mineure,1300.0,Équipe Charlie,Matin,0.9076,64.61,2.67
2025-05-05,Casablanca,Ligne A350,Panneau fuselage,OF-2024-004712,56,51,5,67.26,5,5,À l'heure,Panne machine,Majeure,1901.31,Équipe Charlie,Nuit,0.8604,71.17,2.44
2025-05-05,Casablanca,Ligne Composite,Sous-ensemble composite,OF-2024-002014,74,67,7,66.49,11,17,En retard,Écart documentaire,Mineure,2711.9,Équipe Delta,Après-midi,0.8714,69.13,1.46
2025-05-05,Casablanca,Ligne A320,Porte avion,OF-2025-007015,61,59,2,57.34,3,3,À l'heure,Panne machine,Critique,1412.48,Équipe Alpha,Matin,0.8191,65.52,3.52
2025-05-05,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-009950,52,45,7,38.53,7,7,À l'heure,Contrôle qualité bloquant,Critique,2848.75,Équipe Bravo,Matin,0.9403,70.24,2.58
2025-05-05,Rochefort,Ligne A350,Sous-ensemble composite,OF-2024-008336,75,71,4,75.68,11,11,À l'heure,Défaut assemblage,Majeure,1888.46,Équipe Delta,Matin,0.8998,66.3,2.68
2025-05-05,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2024-004872,84,81,3,47.52,7,7,À l'heure,Écart documentaire,Critique,1830.05,Équipe Alpha,Matin,0.9644,67.21,1.76
2025-05-05,Casablanca,Ligne A350,Panneau fuselage,OF-2025-010659,61,56,5,51.95,8,8,À l'heure,Défaut dimensionnel,Majeure,1128.37,Équipe Delta,Matin,0.8811,70.71,3.3
2025-05-05,Rochefort,Ligne A350,Sous-ensemble composite,OF-2024-007838,60,56,4,54.58,7,7,À l'heure,Défaut dimensionnel,Mineure,1586.08,Équipe Delta,Après-midi,0.9327,74.63,3.19
2025-05-05,Casablanca,Ligne A350,Cadre structure,OF-2024-003438,70,68,2,58.94,6,6,À l'heure,Retouche peinture,Mineure,763.67,Équipe Bravo,Matin,0.995,85.0,2.35
2025-05-05,Rochefort,Ligne A330,Sous-ensemble composite,OF-2025-006383,61,54,7,48.04,9,9,À l'heure,Défaut dimensionnel,Critique,3232.7,Équipe Charlie,Nuit,0.9808,61.04,2.16
2025-05-05,Rochefort,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2025-000697,70,65,5,56.76,3,3,À l'heure,Défaut assemblage,Mineure,1068.67,Équipe Bravo,Matin,0.995,73.07,2.47
2025-05-05,Montoir-de-Bretagne,Ligne A350,Sous-ensemble composite,OF-2025-000825,62,56,6,61.74,8,9,En retard,Contrôle qualité bloquant,Majeure,2061.67,Équipe Delta,Après-midi,0.9581,75.67,2.07
2025-05-05,Casablanca,Ligne Composite,Porte avion,OF-2024-011510,63,60,3,58.23,6,10,En retard,Défaut dimensionnel,Majeure,1129.63,Équipe Bravo,Matin,0.962,67.64,3.17
2025-05-05,Casablanca,Ligne A320,Sous-ensemble composite,OF-2024-011514,48,45,3,61.22,4,4,À l'heure,Panne machine,Critique,2308.47,Équipe Delta,Nuit,0.7795,70.62,2.71
2025-05-05,Rochefort,Ligne A350,Porte avion,OF-2024-002426,65,59,6,93.48,4,4,À l'heure,Écart documentaire,Critique,3123.49,Équipe Bravo,Après-midi,0.9692,71.71,1.87
2025-05-05,Montoir-de-Bretagne,Ligne A330,Cadre structure,OF-2024-004350,61,58,3,44.26,7,7,À l'heure,Panne machine,Critique,1506.2,Équipe Alpha,Matin,0.8764,63.32,2.79
2025-05-05,Casablanca,Ligne Composite,Plancher cabine,OF-2024-007450,68,62,6,54.92,2,4,En retard,Écart documentaire,Mineure,1869.31,Équipe Bravo,Après-midi,0.9439,64.36,2.32
2025-05-06,Rochefort,Ligne Composite,Cadre structure,OF-2025-007195,49,46,3,69.88,4,8,En retard,Non-conformité matière,Mineure,567.2,Équipe Delta,Matin,0.855,65.78,1.36
2025-05-06,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2024-001684,67,65,2,37.71,6,7,En retard,Non-conformité matière,Mineure,868.95,Équipe Bravo,Après-midi,0.9186,59.36,2.58
2025-05-06,Montoir-de-Bretagne,Ligne A350,Cadre structure,OF-2025-001223,70,68,2,54.75,10,10,À l'heure,Contrôle qualité bloquant,Majeure,1029.6,Équipe Alpha,Après-midi,0.914,63.46,2.28
2025-05-06,Casablanca,Ligne A330,Panneau fuselage,OF-2025-002327,44,41,3,68.9,6,6,À l'heure,Retouche peinture,Majeure,1398.12,Équipe Charlie,Nuit,0.9657,66.06,1.97
2025-05-06,Montoir-de-Bretagne,Ligne A350,Cadre structure,OF-2024-005852,35,35,0,45.01,3,3,À l'heure,Aucune,Aucune,0.0,Équipe Bravo,Matin,0.9495,66.61,1.94
2025-05-06,Casablanca,Ligne A330,Porte avion,OF-2025-003813,47,47,0,66.35,7,8,En retard,Aucune,Aucune,0.0,Équipe Charlie,Après-midi,0.8456,78.55,2.05
2025-05-06,Rochefort,Ligne Composite,Plancher cabine,OF-2024-009272,71,69,2,48.78,8,8,À l'heure,Non-conformité matière,Majeure,872.92,Équipe Delta,Nuit,0.8465,63.39,2.94
2025-05-06,Casablanca,Ligne A350,Sous-ensemble composite,OF-2024-008556,63,61,2,80.67,2,2,À l'heure,Contrôle qualité bloquant,Majeure,862.92,Équipe Bravo,Après-midi,0.995,60.11,1.37
2025-05-06,Montoir-de-Bretagne,Ligne A320,Panneau fuselage,OF-2025-008157,76,73,3,58.32,9,9,À l'heure,Non-conformité matière,Mineure,1043.2,Équipe Bravo,Après-midi,0.995,71.7,1.6
2025-05-06,Montoir-de-Bretagne,Ligne A330,Sous-ensemble composite,OF-2025-010061,72,70,2,59.59,11,11,À l'heure,Non-conformité matière,Majeure,1117.86,Équipe Bravo,Matin,0.8775,74.75,2.71
2025-05-06,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2025-004959,85,81,4,42.45,4,3,À l'heure,Panne machine,Majeure,1538.3,Équipe Alpha,Après-midi,0.7709,67.01,3.24
2025-05-06,Casablanca,Ligne Composite,Sous-ensemble composite,OF-2024-010414,59,55,4,67.23,8,8,À l'heure,Défaut assemblage,Majeure,1612.16,Équipe Charlie,Matin,0.9747,66.63,2.84
2025-05-06,Casablanca,Ligne A350,Plancher cabine,OF-2025-000415,60,54,6,54.5,8,11,En retard,Défaut assemblage,Critique,2532.12,Équipe Charlie,Nuit,0.8696,72.45,1.65
2025-05-07,Montoir-de-Bretagne,Ligne Composite,Cadre structure,OF-2024-010282,45,43,2,51.42,3,9,En retard,Défaut dimensionnel,Mineure,870.29,Équipe Charlie,Après-midi,0.922,60.63,1.13
2025-05-07,Casablanca,Ligne A320,Plancher cabine,OF-2025-007019,67,66,1,37.73,7,6,À l'heure,Non-conformité matière,Majeure,741.66,Équipe Delta,Matin,0.975,57.85,2.88
2025-05-07,Casablanca,Ligne A350,Panneau fuselage,OF-2024-011896,72,66,6,66.9,11,11,À l'heure,Panne machine,Majeure,2371.51,Équipe Alpha,Matin,0.817,75.6,4.22
2025-05-07,Rochefort,Ligne A320,Panneau fuselage,OF-2025-010299,75,75,0,37.95,9,8,À l'heure,Aucune,Aucune,0.0,Équipe Bravo,Matin,0.91,72.77,2.77
2025-05-07,Montoir-de-Bretagne,Ligne Composite,Panneau fuselage,OF-2025-001249,70,67,3,63.3,8,11,En retard,Non-conformité matière,Majeure,1595.44,Équipe Charlie,Matin,0.9549,51.27,2.33
2025-05-07,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-011064,46,46,0,51.77,11,11,À l'heure,Défaut assemblage,Mineure,140.0,Équipe Bravo,Matin,0.9434,67.71,3.1
2025-05-07,Rochefort,Ligne A350,Cadre structure,OF-2024-001704,77,71,6,46.25,4,4,À l'heure,Écart documentaire,Majeure,2351.84,Équipe Delta,Nuit,0.8859,75.18,2.13
2025-05-07,Casablanca,Ligne Composite,Plancher cabine,OF-2025-006215,66,62,4,41.65,9,14,En retard,Écart documentaire,Mineure,1677.33,Équipe Bravo,Après-midi,0.9121,66.46,2.77
2025-05-07,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2025-011339,63,61,2,53.55,4,4,À l'heure,Panne machine,Majeure,920.35,Équipe Charlie,Matin,0.8401,65.17,3.13
2025-05-07,Casablanca,Ligne Assemblage Cabine,Porte avion,OF-2025-007789,69,64,5,45.46,4,4,À l'heure,Écart documentaire,Majeure,1556.81,Équipe Charlie,Après-midi,0.9196,71.05,2.82
2025-05-07,Montoir-de-Bretagne,Ligne A330,Porte avion,OF-2025-011245,55,54,1,61.69,10,10,À l'heure,Écart documentaire,Majeure,724.38,Équipe Delta,Après-midi,0.995,66.59,2.32
2025-05-07,Montoir-de-Bretagne,Ligne A330,Sous-ensemble composite,OF-2024-001580,67,61,6,56.76,10,10,À l'heure,Défaut assemblage,Mineure,1654.99,Équipe Bravo,Après-midi,0.9737,78.01,3.26
2025-05-07,Casablanca,Ligne Composite,Panneau fuselage,OF-2025-008561,57,52,5,85.45,9,8,À l'heure,Écart documentaire,Majeure,2468.48,Équipe Bravo,Après-midi,0.8614,71.86,1.97
2025-05-07,Casablanca,Ligne A350,Sous-ensemble composite,OF-2025-007997,62,56,6,71.62,8,8,À l'heure,Panne machine,Majeure,1945.37,Équipe Delta,Matin,0.9456,57.5,3.14
2025-05-07,Casablanca,Ligne A320,Panneau fuselage,OF-2024-005340,63,61,2,47.71,8,8,À l'heure,Contrôle qualité bloquant,Majeure,1231.42,Équipe Delta,Après-midi,0.9531,71.84,2.36
2025-05-07,Rochefort,Ligne A330,Cadre structure,OF-2025-011193,62,53,9,34.79,5,4,À l'heure,Défaut assemblage,Mineure,1773.95,Équipe Charlie,Après-midi,0.901,63.0,2.26
2025-05-07,Rochefort,Ligne A320,Sous-ensemble composite,OF-2025-004473,71,66,5,61.94,2,2,À l'heure,Retouche peinture,Mineure,1480.82,Équipe Delta,Après-midi,0.9033,77.64,0.83
2025-05-07,Rochefort,Ligne A330,Panneau fuselage,OF-2025-009395,70,67,3,66.49,4,4,À l'heure,Défaut assemblage,Majeure,1473.24,Équipe Bravo,Après-midi,0.9115,70.1,2.34
2025-05-07,Casablanca,Ligne A350,Porte avion,OF-2024-010696,67,63,4,73.73,4,4,À l'heure,Panne machine,Majeure,1325.43,Équipe Bravo,Matin,0.8431,79.53,3.92
2025-05-08,Casablanca,Ligne Composite,Panneau fuselage,OF-2025-006413,53,52,1,69.39,9,9,À l'heure,Contrôle qualité bloquant,Majeure,766.85,Équipe Alpha,Matin,0.9359,59.01,2.77
2025-05-08,Casablanca,Ligne Assemblage Cabine,Plancher cabine,OF-2024-000658,60,60,0,34.33,10,10,À l'heure,Aucune,Aucune,0.0,Équipe Delta,Après-midi,0.9161,65.29,2.86
2025-05-08,Casablanca,Ligne Composite,Panneau fuselage,OF-2025-008641,52,51,1,64.05,9,9,À l'heure,Défaut dimensionnel,Mineure,469.74,Équipe Charlie,Matin,0.8903,62.07,3.11
2025-05-08,Casablanca,Ligne A350,Cadre structure,OF-2025-001077,71,61,10,43.12,8,7,À l'heure,Défaut assemblage,Mineure,3192.24,Équipe Bravo,Matin,0.8702,76.38,2.57
2025-05-08,Casablanca,Ligne A350,Sous-ensemble composite,OF-2025-009337,67,60,7,66.23,9,15,En retard,Non-conformité matière,Mineure,1959.88,Équipe Bravo,Matin,0.9785,54.02,2.37
2025-05-08,Montoir-de-Bretagne,Ligne A320,Sous-ensemble composite,OF-2025-004255,60,60,0,69.49,9,14,En retard,Aucune,Aucune,0.0,Équipe Delta,Matin,0.9401,75.69,2.26
2025-05-08,Casablanca,Ligne A350,Panneau fuselage,OF-2024-006344,52,50,2,68.9,5,5,À l'heure,Défaut dimensionnel,Mineure,687.4,Équipe Delta,Après-midi,0.8929,75.15,1.96
2025-05-08,Montoir-de-Bretagne,Ligne A320,Sous-ensemble composite,OF-2024-008954,64,62,2,50.43,4,4,À l'heure,Non-conformité matière,Majeure,897.29,Équipe Delta,Après-midi,0.8034,72.48,2.47
2025-05-09,Casablanca,Ligne A320,Cadre structure,OF-2025-001969,72,66,6,28.44,3,6,En retard,Défaut dimensionnel,Mineure,2049.24,Équipe Alpha,Matin,0.9134,69.19,1.7
2025-05-09,Montoir-de-Bretagne,Ligne A350,Plancher cabine,OF-2024-004130,52,47,5,39.23,7,12,En retard,Défaut dimensionnel,Mineure,2024.71,Équipe Delta,Après-midi,0.9356,60.89,2.39
2025-05-09,Casablanca,Ligne Assemblage Cabine,Plancher cabine,OF-2024-008852,69,66,3,39.43,6,6,À l'heure,Contrôle qualité bloquant,Majeure,1580.12,Équipe Charlie,Matin,0.941,73.71,2.11
2025-05-09,Rochefort,Ligne Assemblage Cabine,Cadre structure,OF-2025-009833,53,51,2,56.21,3,3,À l'heure,Écart documentaire,Mineure,523.57,Équipe Alpha,Matin,0.8988,70.77,1.84
2025-05-09,Casablanca,Ligne A350,Cadre structure,OF-2025-002513,50,47,3,,6,7,En retard,Défaut assemblage,Majeure,1483.62,Équipe Delta,Après-midi,0.9915,71.2,2.53
2025-05-09,Rochefort,Ligne A350,Cadre structure,OF-2024-003216,72,70,2,60.59,5,5,À l'heure,Retouche peinture,Majeure,1007.71,Équipe Delta,Nuit,0.9322,67.81,2.3
2025-05-09,Montoir-de-Bretagne,Ligne A320,Porte avion,OF-2025-003543,49,46,3,68.46,7,7,À l'heure,Défaut assemblage,Mineure,948.1,Équipe Alpha,Après-midi,0.8408,63.34,1.58
2025-05-09,Montoir-de-Bretagne,Ligne Composite,Panneau fuselage,OF-2024-002570,44,39,5,,7,12,En retard,Défaut assemblage,Mineure,2052.92,Équipe Charlie,Après-midi,0.916,64.03,1.65
2025-05-09,Casablanca,Ligne A330,Plancher cabine,OF-2024-001470,63,58,5,44.27,4,4,À l'heure,Non-conformité matière,Mineure,1941.69,Équipe Delta,Matin,0.965,71.65,2.61
2025-05-09,Casablanca,Ligne A350,Sous-ensemble composite,OF-2024-005960,71,68,3,59.28,7,10,En retard,Écart documentaire,Majeure,1327.91,Équipe Charlie,Matin,0.836,64.9,3.46
2025-05-09,Montoir-de-Bretagne,Ligne Composite,Panneau fuselage,OF-2025-008673,53,50,3,48.72,10,10,À l'heure,Non-conformité matière,Mineure,734.95,Équipe Bravo,Matin,0.8587,76.02,2.6
2025-05-09,Casablanca,Ligne A320,Cadre structure,OF-2024-007624,80,76,4,30.49,8,8,À l'heure,Défaut dimensionnel,Majeure,1645.36,Équipe Delta,Nuit,0.9117,71.2,3.21
2025-05-09,Casablanca,Ligne A320,Cadre structure,OF-2025-002549,60,56,4,54.38,5,5,À l'heure,Défaut dimensionnel,Mineure,1187.28,Équipe Bravo,Nuit,0.9271,62.9,3.37
2025-05-09,Rochefort,Ligne A320,Cadre structure,OF-2025-007775,54,50,4,55.99,9,10,En retard,Écart documentaire,Mineure,1408.77,Équipe Charlie,Nuit,0.9845,62.63,2.34
2025-05-09,Casablanca,Ligne A330,Panneau fuselage,OF-2025-005769,60,58,2,65.04,2,4,En retard,Retouche peinture,Mineure,861.43,Équipe Delta,Nuit,0.878,67.52,2.83
2025-05-10,Casablanca,Ligne Assemblage Cabine,Plancher cabine,OF-2024-009784,63,61,2,25.14,2,2,À l'heure,Écart documentaire,Mineure,878.27,Équipe Alpha,Matin,0.855,61.4,2.23
2025-05-10,Casablanca,Ligne A330,Panneau fuselage,OF-2025-011325,63,61,2,55.46,7,10,En retard,Panne machine,Majeure,886.93,Équipe Alpha,Après-midi,0.8131,75.37,2.46
2025-05-10,Montoir-de-Bretagne,Ligne Composite,Cadre structure,OF-2024-005586,63,62,1,58.23,7,7,À l'heure,Non-conformité matière,Majeure,711.23,Équipe Charlie,Matin,0.9204,73.99,3.45
2025-05-10,Casablanca,Ligne Assemblage Cabine,Plancher cabine,OF-2025-010561,73,71,2,24.46,3,4,En retard,Défaut assemblage,Majeure,1106.03,Équipe Alpha,Matin,0.9227,56.83,2.81
2025-05-10,Casablanca,Ligne A320,Cadre structure,OF-2025-009165,71,69,2,42.62,3,2,À l'heure,Défaut assemblage,Majeure,920.45,Équipe Charlie,Nuit,0.8817,64.75,3.18
2025-05-10,Montoir-de-Bretagne,Ligne Composite,Panneau fuselage,OF-2025-007673,77,71,6,71.36,11,17,En retard,Défaut dimensionnel,Mineure,1348.24,Équipe Bravo,Après-midi,0.9009,80.96,2.31
2025-05-10,Casablanca,Ligne A320,Plancher cabine,OF-2024-011748,57,56,1,36.69,6,5,À l'heure,Défaut dimensionnel,Mineure,469.2,Équipe Delta,Nuit,0.9615,67.67,3.18
2025-05-10,Casablanca,Ligne A350,Plancher cabine,OF-2025-011857,66,62,4,46.78,8,7,À l'heure,Défaut dimensionnel,Majeure,1725.21,Équipe Alpha,Matin,0.9068,64.9,2.88
2025-05-10,Casablanca,Ligne A320,Cadre structure,OF-2025-003969,70,69,1,39.08,4,4,À l'heure,Défaut dimensionnel,Mineure,479.44,Équipe Alpha,Après-midi,0.9485,66.88,2.12
2025-05-10,Rochefort,Ligne A350,Porte avion,OF-2024-007510,55,48,7,59.79,8,9,En retard,Défaut assemblage,Mineure,2703.76,Équipe Alpha,Après-midi,0.918,68.68,3.48
2025-05-10,Casablanca,Ligne A350,Panneau fuselage,OF-2024-008644,46,41,5,57.33,2,6,En retard,Panne machine,Majeure,1943.4,Équipe Charlie,Après-midi,0.7826,75.7,3.53
2025-05-11,Montoir-de-Bretagne,Ligne A320,Sous-ensemble composite,OF-2025-001135,76,72,4,60.0,6,6,À l'heure,Défaut assemblage,Mineure,1606.7,Équipe Alpha,Matin,0.9194,66.37,2.39
2025-05-11,Casablanca,Ligne A350,Panneau fuselage,OF-2024-000978,79,74,5,56.42,8,8,À l'heure,Retouche peinture,Mineure,1510.57,Équipe Charlie,Matin,0.9454,70.16,2.66
2025-05-11,Casablanca,Ligne Composite,Cadre structure,OF-2024-002788,59,54,5,45.88,4,4,À l'heure,Contrôle qualité bloquant,Majeure,1938.65,Équipe Alpha,Après-midi,0.9331,67.71,3.25
2025-05-11,Rochefort,Ligne A350,Cadre structure,OF-2025-008963,69,67,2,33.95,3,4,En retard,Contrôle qualité bloquant,Majeure,1051.04,Équipe Charlie,Après-midi,0.995,63.85,2.7
2025-05-11,Rochefort,Ligne Assemblage Cabine,Panneau fuselage,OF-2025-000773,62,56,6,49.07,11,12,En retard,Contrôle qualité bloquant,Majeure,1978.62,Équipe Bravo,Après-midi,0.9592,70.08,1.88
